x1,x2,x3,x4,x5,x6,x7,y
19.8916,-17.84,0,-19.8916,0,-88.716536,-19.8916,19.8916
19.8025,-17.8,0,-19.8025,0,-88.121125,-19.8025,19.8025
19.7136,-17.76,0,-19.7136,0,-87.528384,-19.7136,19.7136
19.6249,-17.72,0,-19.6249,0,-86.938307,-19.6249,19.6249
19.5364,-17.68,0,-19.5364,0,-86.350888,-19.5364,19.5364
19.4481,-17.64,0,-19.4481,0,-85.766121,-19.4481,19.4481
19.36,-17.6,0,-19.36,0,-85.184,-19.36,19.36
19.2721,-17.56,0,-19.2721,0,-84.604519,-19.2721,19.2721
19.1844,-17.52,0,-19.1844,0,-84.027672,-19.1844,19.1844
19.0969,-17.48,0,-19.0969,0,-83.453453,-19.0969,19.0969
19.0096,-17.44,0,-19.0096,0,-82.881856,-19.0096,19.0096
18.9225,-17.4,0,-18.9225,0,-82.312875,-18.9225,18.9225
18.8356,-17.36,0,-18.8356,0,-81.746504,-18.8356,18.8356
18.7489,-17.32,0,-18.7489,0,-81.182737,-18.7489,18.7489
18.6624,-17.28,0,-18.6624,0,-80.621568,-18.6624,18.6624
18.5761,-17.24,0,-18.5761,0,-80.062991,-18.5761,18.5761
18.49,-17.2,0,-18.49,0,-79.507,-18.49,18.49
18.4041,-17.16,0,-18.4041,0,-78.953589,-18.4041,18.4041
18.3184,-17.12,0,-18.3184,0,-78.402752,-18.3184,18.3184
18.2329,-17.08,0,-18.2329,0,-77.854483,-18.2329,18.2329
18.1476,-17.04,0,-18.1476,0,-77.308776,-18.1476,18.1476
18.0625,-17,0,-18.0625,0,-76.765625,-18.0625,18.0625
17.9776,-16.96,0,-17.9776,0,-76.225024,-17.9776,17.9776
17.8929,-16.92,0,-17.8929,0,-75.686967,-17.8929,17.8929
17.8084,-16.88,0,-17.8084,0,-75.151448,-17.8084,17.8084
17.7241,-16.84,0,-17.7241,0,-74.618461,-17.7241,17.7241
17.64,-16.8,0,-17.64,0,-74.088,-17.64,17.64
17.5561,-16.76,0,-17.5561,0,-73.560059,-17.5561,17.5561
17.4724,-16.72,0,-17.4724,0,-73.034632,-17.4724,17.4724
17.3889,-16.68,0,-17.3889,0,-72.511713,-17.3889,17.3889
17.3056,-16.64,0,-17.3056,0,-71.991296,-17.3056,17.3056
17.2225,-16.6,0,-17.2225,0,-71.473375,-17.2225,17.2225
17.1396,-16.56,0,-17.1396,0,-70.957944,-17.1396,17.1396
17.0569,-16.52,0,-17.0569,0,-70.444997,-17.0569,17.0569
16.9744,-16.48,0,-16.9744,0,-69.934528,-16.9744,16.9744
16.8921,-16.44,0,-16.8921,0,-69.426531,-16.8921,16.8921
16.81,-16.4,0,-16.81,0,-68.921,-16.81,16.81
16.7281,-16.36,0,-16.7281,0,-68.417929,-16.7281,16.7281
16.6464,-16.32,0,-16.6464,0,-67.917312,-16.6464,16.6464
16.5649,-16.28,0,-16.5649,0,-67.419143,-16.5649,16.5649
16.4836,-16.24,0,-16.4836,0,-66.923416,-16.4836,16.4836
16.4025,-16.2,0,-16.4025,0,-66.430125,-16.4025,16.4025
16.3216,-16.16,0,-16.3216,0,-65.939264,-16.3216,16.3216
16.2409,-16.12,0,-16.2409,0,-65.450827,-16.2409,16.2409
16.1604,-16.08,0,-16.1604,0,-64.964808,-16.1604,16.1604
16.0801,-16.04,0,-16.0801,0,-64.481201,-16.0801,16.0801
16,-16,0,-16,0,-64,-16,16
15.9201,-15.96,0,-15.9201,0,-63.521199,-15.9201,15.9201
15.8404,-15.92,0,-15.8404,0,-63.044792,-15.8404,15.8404
15.7609,-15.88,0,-15.7609,0,-62.570773,-15.7609,15.7609
15.6816,-15.84,0,-15.6816,0,-62.099136,-15.6816,15.6816
15.6025,-15.8,0,-15.6025,0,-61.629875,-15.6025,15.6025
15.5236,-15.76,0,-15.5236,0,-61.162984,-15.5236,15.5236
15.4449,-15.72,0,-15.4449,0,-60.698457,-15.4449,15.4449
15.3664,-15.68,0,-15.3664,0,-60.236288,-15.3664,15.3664
15.2881,-15.64,0,-15.2881,0,-59.776471,-15.2881,15.2881
15.21,-15.6,0,-15.21,0,-59.319,-15.21,15.21
15.1321,-15.56,0,-15.1321,0,-58.863869,-15.1321,15.1321
15.0544,-15.52,0,-15.0544,0,-58.411072,-15.0544,15.0544
14.9769,-15.48,0,-14.9769,0,-57.960603,-14.9769,14.9769
14.8996,-15.44,0,-14.8996,0,-57.512456,-14.8996,14.8996
14.8225,-15.4,0,-14.8225,0,-57.066625,-14.8225,14.8225
14.7456,-15.36,0,-14.7456,0,-56.623104,-14.7456,14.7456
14.6689,-15.32,0,-14.6689,0,-56.181887,-14.6689,14.6689
14.5924,-15.28,0,-14.5924,0,-55.742968,-14.5924,14.5924
14.5161,-15.24,0,-14.5161,0,-55.306341,-14.5161,14.5161
14.44,-15.2,0,-14.44,0,-54.872,-14.44,14.44
14.3641,-15.16,0,-14.3641,0,-54.439939,-14.3641,14.3641
14.2884,-15.12,0,-14.2884,0,-54.010152,-14.2884,14.2884
14.2129,-15.08,0,-14.2129,0,-53.582633,-14.2129,14.2129
14.1376,-15.04,0,-14.1376,0,-53.157376,-14.1376,14.1376
14.0625,-15,0,-14.0625,0,-52.734375,-14.0625,14.0625
13.9876,-14.96,0,-13.9876,0,-52.313624,-13.9876,13.9876
13.9129,-14.92,0,-13.9129,0,-51.895117,-13.9129,13.9129
13.8384,-14.88,0,-13.8384,0,-51.478848,-13.8384,13.8384
13.7641,-14.84,0,-13.7641,0,-51.064811,-13.7641,13.7641
13.69,-14.8,0,-13.69,0,-50.653,-13.69,13.69
13.6161,-14.76,0,-13.6161,0,-50.243409,-13.6161,13.6161
13.5424,-14.72,0,-13.5424,0,-49.836032,-13.5424,13.5424
13.4689,-14.68,0,-13.4689,0,-49.430863,-13.4689,13.4689
13.3956,-14.64,0,-13.3956,0,-49.027896,-13.3956,13.3956
13.3225,-14.6,0,-13.3225,0,-48.627125,-13.3225,13.3225
13.2496,-14.56,0,-13.2496,0,-48.228544,-13.2496,13.2496
13.1769,-14.52,0,-13.1769,0,-47.832147,-13.1769,13.1769
13.1044,-14.48,0,-13.1044,0,-47.437928,-13.1044,13.1044
13.0321,-14.44,0,-13.0321,0,-47.045881,-13.0321,13.0321
12.96,-14.4,0,-12.96,0,-46.656,-12.96,12.96
12.8881,-14.36,0,-12.8881,0,-46.268279,-12.8881,12.8881
12.8164,-14.32,0,-12.8164,0,-45.882712,-12.8164,12.8164
12.7449,-14.28,0,-12.7449,0,-45.499293,-12.7449,12.7449
12.6736,-14.24,0,-12.6736,0,-45.118016,-12.6736,12.6736
12.6025,-14.2,0,-12.6025,0,-44.738875,-12.6025,12.6025
12.5316,-14.16,0,-12.5316,0,-44.361864,-12.5316,12.5316
12.4609,-14.12,0,-12.4609,0,-43.986977,-12.4609,12.4609
12.3904,-14.08,0,-12.3904,0,-43.614208,-12.3904,12.3904
12.3201,-14.04,0,-12.3201,0,-43.243551,-12.3201,12.3201
12.25,-14,0,-12.25,0,-42.875,-12.25,12.25
12.1801,-13.96,0,-12.1801,0,-42.508549,-12.1801,12.1801
12.1104,-13.92,0,-12.1104,0,-42.144192,-12.1104,12.1104
12.0409,-13.88,0,-12.0409,0,-41.781923,-12.0409,12.0409
11.9716,-13.84,0,-11.9716,0,-41.421736,-11.9716,11.9716
11.9025,-13.8,0,-11.9025,0,-41.063625,-11.9025,11.9025
11.8336,-13.76,0,-11.8336,0,-40.707584,-11.8336,11.8336
11.7649,-13.72,0,-11.7649,0,-40.353607,-11.7649,11.7649
11.6964,-13.68,0,-11.6964,0,-40.001688,-11.6964,11.6964
11.6281,-13.64,0,-11.6281,0,-39.651821,-11.6281,11.6281
11.56,-13.6,0,-11.56,0,-39.304,-11.56,11.56
11.4921,-13.56,0,-11.4921,0,-38.958219,-11.4921,11.4921
11.4244,-13.52,0,-11.4244,0,-38.614472,-11.4244,11.4244
11.3569,-13.48,0,-11.3569,0,-38.272753,-11.3569,11.3569
11.2896,-13.44,0,-11.2896,0,-37.933056,-11.2896,11.2896
11.2225,-13.4,0,-11.2225,0,-37.595375,-11.2225,11.2225
11.1556,-13.36,0,-11.1556,0,-37.259704,-11.1556,11.1556
11.0889,-13.32,0,-11.0889,0,-36.926037,-11.0889,11.0889
11.0224,-13.28,0,-11.0224,0,-36.594368,-11.0224,11.0224
10.9561,-13.24,0,-10.9561,0,-36.264691,-10.9561,10.9561
10.89,-13.2,0,-10.89,0,-35.937,-10.89,10.89
10.8241,-13.16,0,-10.8241,0,-35.611289,-10.8241,10.8241
10.7584,-13.12,0,-10.7584,0,-35.287552,-10.7584,10.7584
10.6929,-13.08,0,-10.6929,0,-34.965783,-10.6929,10.6929
10.6276,-13.04,0,-10.6276,0,-34.645976,-10.6276,10.6276
10.5625,-13,0,-10.5625,0,-34.328125,-10.5625,10.5625
10.4976,-12.96,0,-10.4976,0,-34.012224,-10.4976,10.4976
10.4329,-12.92,0,-10.4329,0,-33.698267,-10.4329,10.4329
10.3684,-12.88,0,-10.3684,0,-33.386248,-10.3684,10.3684
10.3041,-12.84,0,-10.3041,0,-33.076161,-10.3041,10.3041
10.24,-12.8,0,-10.24,0,-32.768,-10.24,10.24
10.1761,-12.76,0,-10.1761,0,-32.461759,-10.1761,10.1761
10.1124,-12.72,0,-10.1124,0,-32.157432,-10.1124,10.1124
10.0489,-12.68,0,-10.0489,0,-31.855013,-10.0489,10.0489
9.9856,-12.64,0,-9.9856,0,-31.554496,-9.9856,9.9856
9.9225,-12.6,0,-9.9225,0,-31.255875,-9.9225,9.9225
9.8596,-12.56,0,-9.8596,0,-30.959144,-9.8596,9.8596
9.7969,-12.52,0,-9.7969,0,-30.664297,-9.7969,9.7969
9.7344,-12.48,0,-9.7344,0,-30.371328,-9.7344,9.7344
9.6721,-12.44,0,-9.6721,0,-30.080231,-9.6721,9.6721
9.61,-12.4,0,-9.61,0,-29.791,-9.61,9.61
9.5481,-12.36,0,-9.5481,0,-29.503629,-9.5481,9.5481
9.4864,-12.32,0,-9.4864,0,-29.218112,-9.4864,9.4864
9.4249,-12.28,0,-9.4249,0,-28.934443,-9.4249,9.4249
9.3636,-12.24,0,-9.3636,0,-28.652616,-9.3636,9.3636
9.3025,-12.2,0,-9.3025,0,-28.372625,-9.3025,9.3025
9.2416,-12.16,0,-9.2416,0,-28.094464,-9.2416,9.2416
9.1809,-12.12,0,-9.1809,0,-27.818127,-9.1809,9.1809
9.1204,-12.08,0,-9.1204,0,-27.543608,-9.1204,9.1204
9.0601,-12.04,0,-9.0601,0,-27.270901,-9.0601,9.0601
9,-12,0,-9,0,-27,-9,9
8.9401,-11.96,0,-8.9401,0,-26.730899,-8.9401,8.9401
8.8804,-11.92,0,-8.8804,0,-26.463592,-8.8804,8.8804
8.8209,-11.88,0,-8.8209,0,-26.198073,-8.8209,8.8209
8.7616,-11.84,0,-8.7616,0,-25.934336,-8.7616,8.7616
8.7025,-11.8,0,-8.7025,0,-25.672375,-8.7025,8.7025
8.6436,-11.76,0,-8.6436,0,-25.412184,-8.6436,8.6436
8.5849,-11.72,0,-8.5849,0,-25.153757,-8.5849,8.5849
8.5264,-11.68,0,-8.5264,0,-24.897088,-8.5264,8.5264
8.4681,-11.64,0,-8.4681,0,-24.642171,-8.4681,8.4681
8.41,-11.6,0,-8.41,0,-24.389,-8.41,8.41
8.3521,-11.56,0,-8.3521,0,-24.137569,-8.3521,8.3521
8.2944,-11.52,0,-8.2944,0,-23.887872,-8.2944,8.2944
8.2369,-11.48,0,-8.2369,0,-23.639903,-8.2369,8.2369
8.1796,-11.44,0,-8.1796,0,-23.393656,-8.1796,8.1796
8.1225,-11.4,0,-8.1225,0,-23.149125,-8.1225,8.1225
8.0656,-11.36,0,-8.0656,0,-22.906304,-8.0656,8.0656
8.0089,-11.32,0,-8.0089,0,-22.665187,-8.0089,8.0089
7.9524,-11.28,0,-7.9524,0,-22.425768,-7.9524,7.9524
7.8961,-11.24,0,-7.8961,0,-22.188041,-7.8961,7.8961
7.84,-11.2,0,-7.84,0,-21.952,-7.84,7.84
7.7841,-11.16,0,-7.7841,0,-21.717639,-7.7841,7.7841
7.7284,-11.12,0,-7.7284,0,-21.484952,-7.7284,7.7284
7.6729,-11.08,0,-7.6729,0,-21.253933,-7.6729,7.6729
7.6176,-11.04,0,-7.6176,0,-21.024576,-7.6176,7.6176
7.5625,-11,0,-7.5625,0,-20.796875,-7.5625,7.5625
7.5076,-10.96,0,-7.5076,0,-20.570824,-7.5076,7.5076
7.4529,-10.92,0,-7.4529,0,-20.346417,-7.4529,7.4529
7.3984,-10.88,0,-7.3984,0,-20.123648,-7.3984,7.3984
7.3441,-10.84,0,-7.3441,0,-19.902511,-7.3441,7.3441
7.29,-10.8,0,-7.29,0,-19.683,-7.29,7.29
7.2361,-10.76,0,-7.2361,0,-19.465109,-7.2361,7.2361
7.1824,-10.72,0,-7.1824,0,-19.248832,-7.1824,7.1824
7.1289,-10.68,0,-7.1289,0,-19.034163,-7.1289,7.1289
7.0756,-10.64,0,-7.0756,0,-18.821096,-7.0756,7.0756
7.0225,-10.6,0,-7.0225,0,-18.609625,-7.0225,7.0225
6.9696,-10.56,0,-6.9696,0,-18.399744,-6.9696,6.9696
6.9169,-10.52,0,-6.9169,0,-18.191447,-6.9169,6.9169
6.8644,-10.48,0,-6.8644,0,-17.984728,-6.8644,6.8644
6.8121,-10.44,0,-6.8121,0,-17.779581,-6.8121,6.8121
6.76,-10.4,0,-6.76,0,-17.576,-6.76,6.76
6.7081,-10.36,0,-6.7081,0,-17.373979,-6.7081,6.7081
6.6564,-10.32,0,-6.6564,0,-17.173512,-6.6564,6.6564
6.6049,-10.28,0,-6.6049,0,-16.974593,-6.6049,6.6049
6.5536,-10.24,0,-6.5536,0,-16.777216,-6.5536,6.5536
6.5025,-10.2,0,-6.5025,0,-16.581375,-6.5025,6.5025
6.4516,-10.16,0,-6.4516,0,-16.387064,-6.4516,6.4516
6.4009,-10.12,0,-6.4009,0,-16.194277,-6.4009,6.4009
6.3504,-10.08,0,-6.3504,0,-16.003008,-6.3504,6.3504
6.3001,-10.04,0,-6.3001,0,-15.813251,-6.3001,6.3001
6.25,-10,0,-6.25,0,-15.625,-6.25,6.25
6.2001,-9.96,0,-6.2001,0,-15.438249,-6.2001,6.2001
6.1504,-9.92,0,-6.1504,0,-15.252992,-6.1504,6.1504
6.1009,-9.88,0,-6.1009,0,-15.069223,-6.1009,6.1009
6.0516,-9.84,0,-6.0516,0,-14.886936,-6.0516,6.0516
6.0025,-9.8,0,-6.0025,0,-14.706125,-6.0025,6.0025
5.9536,-9.76,0,-5.9536,0,-14.526784,-5.9536,5.9536
5.9049,-9.72,0,-5.9049,0,-14.348907,-5.9049,5.9049
5.8564,-9.68,0,-5.8564,0,-14.172488,-5.8564,5.8564
5.8081,-9.64,0,-5.8081,0,-13.997521,-5.8081,5.8081
5.76,-9.6,0,-5.76,0,-13.824,-5.76,5.76
5.7121,-9.56,0,-5.7121,0,-13.651919,-5.7121,5.7121
5.6644,-9.52,0,-5.6644,0,-13.481272,-5.6644,5.6644
5.6169,-9.48,0,-5.6169,0,-13.312053,-5.6169,5.6169
5.5696,-9.44,0,-5.5696,0,-13.144256,-5.5696,5.5696
5.5225,-9.4,0,-5.5225,0,-12.977875,-5.5225,5.5225
5.4756,-9.36,0,-5.4756,0,-12.812904,-5.4756,5.4756
5.4289,-9.32,0,-5.4289,0,-12.649337,-5.4289,5.4289
5.3824,-9.28,0,-5.3824,0,-12.487168,-5.3824,5.3824
5.3361,-9.24,0,-5.3361,0,-12.326391,-5.3361,5.3361
5.29,-9.2,0,-5.29,0,-12.167,-5.29,5.29
5.2441,-9.16,0,-5.2441,0,-12.008989,-5.2441,5.2441
5.1984,-9.12,0,-5.1984,0,-11.852352,-5.1984,5.1984
5.1529,-9.08,0,-5.1529,0,-11.697083,-5.1529,5.1529
5.1076,-9.04,0,-5.1076,0,-11.543176,-5.1076,5.1076
5.0625,-9,0,-5.0625,0,-11.390625,-5.0625,5.0625
5.0176,-8.96,0,-5.0176,0,-11.239424,-5.0176,5.0176
4.9729,-8.92,0,-4.9729,0,-11.089567,-4.9729,4.9729
4.9284,-8.88,0,-4.9284,0,-10.941048,-4.9284,4.9284
4.8841,-8.84,0,-4.8841,0,-10.793861,-4.8841,4.8841
4.84,-8.8,0,-4.84,0,-10.648,-4.84,4.84
4.7961,-8.76,0,-4.7961,0,-10.503459,-4.7961,4.7961
4.7524,-8.72,0,-4.7524,0,-10.360232,-4.7524,4.7524
4.7089,-8.68,0,-4.7089,0,-10.218313,-4.7089,4.7089
4.6656,-8.64,0,-4.6656,0,-10.077696,-4.6656,4.6656
4.6225,-8.6,0,-4.6225,0,-9.938375,-4.6225,4.6225
4.5796,-8.56,0,-4.5796,0,-9.800344,-4.5796,4.5796
4.5369,-8.52,0,-4.5369,0,-9.663597,-4.5369,4.5369
4.4944,-8.48,0,-4.4944,0,-9.528128,-4.4944,4.4944
4.4521,-8.44,0,-4.4521,0,-9.393931,-4.4521,4.4521
4.41,-8.4,0,-4.41,0,-9.261,-4.41,4.41
4.3681,-8.36,0,-4.3681,0,-9.129329,-4.3681,4.3681
4.3264,-8.32,0,-4.3264,0,-8.998912,-4.3264,4.3264
4.2849,-8.28,0,-4.2849,0,-8.869743,-4.2849,4.2849
4.2436,-8.24,0,-4.2436,0,-8.741816,-4.2436,4.2436
4.2025,-8.2,0,-4.2025,0,-8.615125,-4.2025,4.2025
4.1616,-8.16,0,-4.1616,0,-8.489664,-4.1616,4.1616
4.1209,-8.12,0,-4.1209,0,-8.365427,-4.1209,4.1209
4.0804,-8.08,0,-4.0804,0,-8.242408,-4.0804,4.0804
4.0401,-8.04,0,-4.0401,0,-8.120601,-4.0401,4.0401
4,-8,0,-4,0,-8,-4,4
3.9601,-7.96,0,-3.9601,0,-7.880599,-3.9601,3.9601
3.9204,-7.92,0,-3.9204,0,-7.762392,-3.9204,3.9204
3.8809,-7.88,0,-3.8809,0,-7.645373,-3.8809,3.8809
3.8416,-7.84,0,-3.8416,0,-7.529536,-3.8416,3.8416
3.8025,-7.8,0,-3.8025,0,-7.414875,-3.8025,3.8025
3.7636,-7.76,0,-3.7636,0,-7.301384,-3.7636,3.7636
3.7249,-7.72,0,-3.7249,0,-7.189057,-3.7249,3.7249
3.6864,-7.68,0,-3.6864,0,-7.077888,-3.6864,3.6864
3.6481,-7.64,0,-3.6481,0,-6.967871,-3.6481,3.6481
3.61,-7.6,0,-3.61,0,-6.859,-3.61,3.61
3.5721,-7.56,0,-3.5721,0,-6.751269,-3.5721,3.5721
3.5344,-7.52,0,-3.5344,0,-6.644672,-3.5344,3.5344
3.4969,-7.48,0,-3.4969,0,-6.539203,-3.4969,3.4969
3.4596,-7.44,0,-3.4596,0,-6.434856,-3.4596,3.4596
3.4225,-7.4,0,-3.4225,0,-6.331625,-3.4225,3.4225
3.3856,-7.36,0,-3.3856,0,-6.229504,-3.3856,3.3856
3.3489,-7.32,0,-3.3489,0,-6.128487,-3.3489,3.3489
3.3124,-7.28,0,-3.3124,0,-6.028568,-3.3124,3.3124
3.2761,-7.24,0,-3.2761,0,-5.929741,-3.2761,3.2761
3.24,-7.2,0,-3.24,0,-5.832,-3.24,3.24
3.2041,-7.16,0,-3.2041,0,-5.735339,-3.2041,3.2041
3.1684,-7.12,0,-3.1684,0,-5.639752,-3.1684,3.1684
3.1329,-7.08,0,-3.1329,0,-5.545233,-3.1329,3.1329
3.0976,-7.04,0,-3.0976,0,-5.451776,-3.0976,3.0976
3.0625,-7,0,-3.0625,0,-5.359375,-3.0625,3.0625
3.0276,-6.96,0,-3.0276,0,-5.268024,-3.0276,3.0276
2.9929,-6.92,0,-2.9929,0,-5.177717,-2.9929,2.9929
2.9584,-6.88,0,-2.9584,0,-5.088448,-2.9584,2.9584
2.9241,-6.84,0,-2.9241,0,-5.000211,-2.9241,2.9241
2.89,-6.8,0,-2.89,0,-4.913,-2.89,2.89
2.8561,-6.76,0,-2.8561,0,-4.826809,-2.8561,2.8561
2.8224,-6.72,0,-2.8224,0,-4.741632,-2.8224,2.8224
2.7889,-6.68,0,-2.7889,0,-4.657463,-2.7889,2.7889
2.7556,-6.64,0,-2.7556,0,-4.574296,-2.7556,2.7556
2.7225,-6.6,0,-2.7225,0,-4.492125,-2.7225,2.7225
2.6896,-6.56,0,-2.6896,0,-4.410944,-2.6896,2.6896
2.6569,-6.52,0,-2.6569,0,-4.330747,-2.6569,2.6569
2.6244,-6.48,0,-2.6244,0,-4.251528,-2.6244,2.6244
2.5921,-6.44,0,-2.5921,0,-4.173281,-2.5921,2.5921
2.56,-6.4,0,-2.56,0,-4.096,-2.56,2.56
2.5281,-6.36,0,-2.5281,0,-4.019679,-2.5281,2.5281
2.4964,-6.32,0,-2.4964,0,-3.944312,-2.4964,2.4964
2.4649,-6.28,0,-2.4649,0,-3.869893,-2.4649,2.4649
2.4336,-6.24,0,-2.4336,0,-3.796416,-2.4336,2.4336
2.4025,-6.2,0,-2.4025,0,-3.723875,-2.4025,2.4025
2.3716,-6.16,0,-2.3716,0,-3.652264,-2.3716,2.3716
2.3409,-6.12,0,-2.3409,0,-3.581577,-2.3409,2.3409
2.3104,-6.08,0,-2.3104,0,-3.511808,-2.3104,2.3104
2.2801,-6.04,0,-2.2801,0,-3.442951,-2.2801,2.2801
2.25,-6,0,-2.25,0,-3.375,-2.25,2.25
2.2201,-5.96,0,-2.2201,0,-3.307949,-2.2201,2.2201
2.1904,-5.92,0,-2.1904,0,-3.241792,-2.1904,2.1904
2.1609,-5.88,0,-2.1609,0,-3.176523,-2.1609,2.1609
2.1316,-5.84,0,-2.1316,0,-3.112136,-2.1316,2.1316
2.1025,-5.8,0,-2.1025,0,-3.048625,-2.1025,2.1025
2.0736,-5.76,0,-2.0736,0,-2.985984,-2.0736,2.0736
2.0449,-5.72,0,-2.0449,0,-2.924207,-2.0449,2.0449
2.0164,-5.68,0,-2.0164,0,-2.863288,-2.0164,2.0164
1.9881,-5.64,0,-1.9881,0,-2.803221,-1.9881,1.9881
1.96,-5.6,0,-1.96,0,-2.744,-1.96,1.96
1.9321,-5.56,0,-1.9321,0,-2.685619,-1.9321,1.9321
1.9044,-5.52,0,-1.9044,0,-2.628072,-1.9044,1.9044
1.8769,-5.48,0,-1.8769,0,-2.571353,-1.8769,1.8769
1.8496,-5.44,0,-1.8496,0,-2.515456,-1.8496,1.8496
1.8225,-5.4,0,-1.8225,0,-2.460375,-1.8225,1.8225
1.7956,-5.36,0,-1.7956,0,-2.406104,-1.7956,1.7956
1.7689,-5.32,0,-1.7689,0,-2.352637,-1.7689,1.7689
1.7424,-5.28,0,-1.7424,0,-2.299968,-1.7424,1.7424
1.7161,-5.24,0,-1.7161,0,-2.248091,-1.7161,1.7161
1.69,-5.2,0,-1.69,0,-2.197,-1.69,1.69
1.6641,-5.16,0,-1.6641,0,-2.146689,-1.6641,1.6641
1.6384,-5.12,0,-1.6384,0,-2.097152,-1.6384,1.6384
1.6129,-5.08,0,-1.6129,0,-2.048383,-1.6129,1.6129
1.5876,-5.04,0,-1.5876,0,-2.000376,-1.5876,1.5876
1.5625,-5,0,-1.5625,0,-1.953125,-1.5625,1.5625
1.5376,-4.96,0,-1.5376,0,-1.906624,-1.5376,1.5376
1.5129,-4.92,0,-1.5129,0,-1.860867,-1.5129,1.5129
1.4884,-4.88,0,-1.4884,0,-1.815848,-1.4884,1.4884
1.4641,-4.84,0,-1.4641,0,-1.771561,-1.4641,1.4641
1.44,-4.8,0,-1.44,0,-1.728,-1.44,1.44
1.4161,-4.76,0,-1.4161,0,-1.685159,-1.4161,1.4161
1.3924,-4.72,0,-1.3924,0,-1.643032,-1.3924,1.3924
1.3689,-4.68,0,-1.3689,0,-1.601613,-1.3689,1.3689
